PMID_GeneID,GO_ID,edge_type
17727612_835286,GO:0009522,IC
22087651_2281,GO:0055074,IC
29518074_378844,GO:0000478,IC
20425127_161452,GO:0009877,IC
11940574_8313,GO:0030111,IC
25416947_34070,GO:0044794,IC
19633233_819899,GO:0043751,IC
16600915_830878,GO:1903506,IC
27221772_244202,GO:0032103,IC
18590716_14633,GO:0030513,IC
32322062_3638,GO:0106264,IC
17376403_2887,GO:0003308,IC
16141270_65180,GO:0098870,IC
16880270_43808,GO:0140364,IC
17611220_42819,GO:0009971,IC
15044955_395487,GO:0061834,IC
16793545_854123,GO:0050000,IC
24018048_24674,GO:0070262,IC
17658259_33196,GO:0060341,IC
17428827_33432,GO:0035736,IC
12522767_24136,GO:0048863,IC
18052923_9612,GO:0006357,IC
26702056_842071,GO:0019750,IC
25376791_30493,GO:0051960,IC
16880205_18477,GO:1900744,IC
19027888_81707,GO:0009877,IC
22261821_427,GO:0019218,IC
17623648_77125,GO:0043124,IC
19597909_7291,GO:0110149,IC
23349641_368890,GO:0021915,IC
20447407_7186,GO:0008270,IC
17307927_828749,GO:0000338,IC
22892241_109880,GO:0070372,IC
19217433_29386,GO:0033119,IC
24216110_8412,GO:0090080,IC
18387956_851904,GO:1902936,IC
14739286_178586,GO:0043027,IC
1551888_946003,GO:0045923,IC
23895727_181748,GO:0045275,IC
18832180_43146,GO:0033500,IC
18287201_836307,GO:0004842,IC
23209438_33759,GO:0007568,IC
19107846_323919,GO:0030182,IC
18983822_41407,GO:0042440,IC
16679419_821601,GO:0070975,IC
18327268_33977,GO:0140672,IC
23324351_850944,GO:0000278,IC
12598622_83810,GO:2001257,IC
18396146_104346,GO:0051020,IC
20418284_4066,GO:0071695,IC
24526689_9733,GO:0061649,IC
19854130_80169,GO:0000723,IC
30150314_833947,GO:0044165,IC
27089893_1994,GO:0060149,IC
23169644_89978,GO:0016880,IC
14565969_191608,GO:0006897,IC
22506810_843158,GO:0004521,IC
12576510_25682,GO:0006720,IC
20625543_2081,GO:1902236,IC
14985359_309159,GO:0047496,IC
16371353_12651,GO:0060538,IC
18292230_11651,GO:0006511,IC
21911394_30123,GO:0043696,IC
23143461_1001,GO:0097601,IC
18033289_948532,GO:1901982,IC
25152394_38375,GO:0071629,IC
29692779_100330810,GO:0140367,IC
15802269_7476,GO:0050679,IC
26094765_239606,GO:1905368,IC
23851396_2348,GO:0033218,IC
25102190_175433,GO:0099023,IC
17909078_814,GO:0061520,IC
12603827_24314,GO:0016655,IC
18804104_22418,GO:2000018,IC
26333769_57468,GO:0062158,IC
19542297_830915,GO:0046622,IC
14993484_29290,GO:0051046,IC
24791901_23093,GO:0043010,IC
11751861_113510,GO:0004386,IC
15914509_266607,GO:1901198,IC
21347278_851423,GO:1904005,IC
22682248_226641,GO:0016529,IC
24385923_181574,GO:1905910,IC
24266962_944858,GO:0009103,IC
26929344_550507,GO:0046984,IC
11106748_7072,GO:1905744,IC
21571223_373113,GO:0034762,IC
18981471_7175,GO:0007094,IC
17604018_386583,GO:1990782,IC
21272676_237928,GO:0070977,IC
22441668_24014,GO:0045599,IC
18948402_24890,GO:0030331,IC
20847312_127495,GO:0045214,IC
23532117_39659,GO:0009894,IC
25262680_2040,GO:0046809,IC
15485913_20856,GO:0071456,IC
15355977_853434,GO:0000280,IC
29750810_56717,GO:0010378,IC
18254726_4835,GO:0004129,IC
19822672_4077,GO:0023051,IC
24586044_821270,GO:0015698,IC
14973490_43331,GO:0071166,IC
17803964_67087,GO:0060681,IC
12807887_3688,GO:0005178,IC
20448149_13383,GO:1990455,IC
25320081_84275,GO:0032774,IC
19897652_949096,GO:0016646,IC
19542015_30682,GO:0097102,IC
24190239_25163,GO:2000345,IC
15604234_18004,GO:0005634,IC
24214946_945038,GO:0019867,IC
15708862_11687,GO:0090505,IC
15993878_21803,GO:0022412,IC
28757203_387787,GO:0009107,IC
18431508_11450,GO:0090317,IC
27725692_41670,GO:0010467,IC
25238224_114558,GO:0044804,IC
25211129_43673,GO:0003723,IC
26390151_854249,GO:0045931,IC
23042293_850890,GO:0033700,IC
12606581_15185,GO:1904428,IC
24346697_33834,GO:0097696,IC
24071007_723994,GO:0007163,IC
21653639_67661,GO:0023051,IC
18062954_791793,GO:0001655,IC
19122240_5300,GO:0031625,IC
25808372_23203,GO:0099617,IC
24385923_181574,GO:0022611,IC
24667841_830381,GO:0005654,IC
19424712_7010,GO:0007171,IC
31167138_34096,GO:0031670,IC
29501746_17993,GO:0045275,IC
20868654_243961,GO:0097270,IC
32110987_7224,GO:0051402,IC
20116244_55357,GO:0036284,IC
19732867_240411,GO:0007605,IC
18202552_856515,GO:0051438,IC
16239150_54352,GO:0008016,IC
22108610_117064,GO:0001634,IC
26306045_852146,GO:0006457,IC
23515472_828263,GO:0090510,IC
16317684_106407,GO:0032782,IC
20399120_12399,GO:0009897,IC
14517316_38515,GO:0030588,IC
25430730_945196,GO:0006790,IC
21412441_2516,GO:0000981,IC
17893729_40398,GO:0060288,IC
22912583_15964,GO:0032814,IC
16596446_360,GO:0006833,IC
23372731_20186,GO:0002764,IC
28245983_36948,GO:0009682,IC
18094364_24323,GO:0032334,IC
23091056_83452,GO:0031267,IC
27708136_854255,GO:0070588,IC
20463662_269180,GO:0098919,IC
17562872_415797,GO:0030198,IC
16720724_2280,GO:0032927,IC
27979731_38389,GO:0006607,IC
17683539_30664,GO:0003146,IC
12950084_21859,GO:0098651,IC
24569843_832337,GO:0009549,IC
20797688_101023,GO:0060041,IC
22536324_7014,GO:0022403,IC
15520446_11303,GO:0034645,IC
19903896_94,GO:0060841,IC
20412771_33343,GO:1904675,IC
22184064_67974,GO:0031234,IC
17329413_381375,GO:0050954,IC
18811659_856504,GO:0005996,IC
17956732_25950,GO:0033233,IC
15944401_74075,GO:0007130,IC
20889566_15978,GO:0010628,IC
15728179_26119,GO:0030674,IC
26644515_42896,GO:0061842,IC
22795129_51256,GO:0036284,IC
18342009_21929,GO:0036313,IC
15854912_179353,GO:0031134,IC
16107709_142,GO:0032774,IC
25315772_3958,GO:0001906,IC
26563755_406910,GO:0004915,IC
12606280_30269,GO:0048847,IC
18387948_399968,GO:0044096,IC
23175604_853937,GO:0034455,IC
26822689_30635,GO:0021545,IC
18337697_856074,GO:0006753,IC
21396822_844143,GO:0043696,IC
15972452_55985,GO:0044805,IC
25046117_856647,GO:0034263,IC
18373975_58191,GO:0008284,IC
23260200_25591,GO:0036446,IC
12242343_56468,GO:0004913,IC
20448149_19211,GO:1990455,IC
23695157_16001,GO:0048633,IC
27038547_4088,GO:0007204,IC
22530652_821706,GO:0042807,IC
15665868_855883,GO:0060628,IC
23305818_43999,GO:0060232,IC
19374551_64277,GO:0021592,IC
31644573_55156,GO:0140275,IC
29692779_100330810,GO:0002376,IC
17881734_36773,GO:0060298,IC
16126863_817173,GO:0098846,IC
22555453_12333,GO:0004198,IC
20423332_8449,GO:0061980,IC
25255084_794108,GO:0033339,IC
12644953_45739,GO:0005725,IC
24942809_948050,GO:0006177,IC
19716793_84340,GO:1905083,IC
21775285_207,GO:0043066,IC
22367759_4848,GO:0001829,IC
28708824_224826,GO:0000237,IC
15212943_17390,GO:0043506,IC
25818168_29997,GO:0062027,IC
16040611_949052,GO:0015615,IC
12709065_5645,GO:0017171,IC
22722927_34127,GO:0048872,IC
21124977_2542989,GO:0070726,IC
16413512_24498,GO:0097696,IC
28972028_6346,GO:0071610,IC
20447431_29715,GO:0140146,IC
18946176_24483,GO:0071392,IC
22742450_1117,GO:0016798,IC
29518074_378844,GO:0000469,IC
19039137_41289,GO:0140617,IC
24832541_819414,GO:0071582,IC
17107947_22259,GO:0035538,IC
16098107_840295,GO:0070478,IC
20478527_2078,GO:0043696,IC
23499247_43654,GO:0033206,IC
25008184_54974,GO:0043696,IC
21183788_20675,GO:0030237,IC
29276085_79869,GO:0140408,IC
11836248_14828,GO:0030544,IC
17609201_282091,GO:0120032,IC
23195220_35744,GO:0070544,IC
15512770_140586,GO:0002062,IC
17468767_17691,GO:0051147,IC
23707407_375484,GO:0008233,IC
14765194_309004,GO:0050818,IC
21926414_5789,GO:0099537,IC
17035631_30622,GO:1990466,IC
14963118_6598,GO:0019079,IC
21784977_7538,GO:0050729,IC
16716193_83671,GO:0051047,IC
20652948_21813,GO:0003243,IC
15016730_11555,GO:1904655,IC
18362341_945084,GO:0070405,IC
21551061_626578,GO:0042832,IC
31886233_5918,GO:0030377,IC
26965371_101565,GO:0097721,IC
26546446_818604,GO:0080191,IC
16563765_181562,GO:0031941,IC
16239302_13184,GO:0060209,IC
18784957_321357,GO:0043583,IC
19520072_17285,GO:0001756,IC
12230512_56429,GO:0097435,IC
12732635_60440,GO:1904426,IC
26001724_39160,GO:0055088,IC
23431145_13813,GO:0021978,IC
22028379_59343,GO:0060190,IC
15722336_824246,GO:0090546,IC
20810561_24950,GO:1990739,IC
15361878_35865,GO:0051606,IC
24245814_74309,GO:0001675,IC
15501916_41366,GO:0010791,IC
20861315_44861,GO:0098797,IC
30337470_3551,GO:1902533,IC
11784721_25685,GO:0038015,IC
23636173_24336,GO:1903208,IC
26362255_564005,GO:0140060,IC
12882316_21960,GO:0001661,IC
23633144_176349,GO:0044306,IC
19940926_21943,GO:0060086,IC
21124977_2540287,GO:0070726,IC
29713869_570855,GO:0030857,IC
25316291_42447,GO:0030705,IC
20881014_20682,GO:2000061,IC
19033398_13447,GO:0000149,IC
18007661_26419,GO:0071241,IC
22229667_25716,GO:0048211,IC
14506282_12306,GO:0001778,IC
25851606_178135,GO:0046777,IC
23184230_816291,GO:0070416,IC
21596016_406837,GO:0050934,IC
10368163_948585,GO:0009295,IC
24355921_18212,GO:0008089,IC
30885932_947383,GO:0015943,IC
15485902_18148,GO:0045787,IC
22665518_19699,GO:0070645,IC
19759825_2540026,GO:0061083,IC
12917412_40015,GO:0001906,IC
16537395_20429,GO:0036023,IC
18351662_22417,GO:0030514,IC
25921306_821122,GO:0030554,IC
24338482_8629223,GO:0032182,IC
25534236_228942,GO:0098983,IC
12403671_65180,GO:0022841,IC
12502743_22436,GO:0045604,IC
16507995_7157,GO:0031410,IC
22028775_837386,GO:0045923,IC
16326803_21956,GO:0003221,IC
23695275_24052,GO:0060047,IC
18199577_41491,GO:0042461,IC
19591802_50873,GO:1905586,IC
19762466_116563,GO:0051050,IC
16491079_58991,GO:0106033,IC
12949260_54361,GO:0102727,IC
18057314_24493,GO:0000237,IC
11792700_949,GO:0032768,IC
28783755_821259,GO:0031329,IC
15610164_29627,GO:0099061,IC
21690177_844282,GO:0006540,IC
27552662_46243,GO:1901485,IC
26297806_1017,GO:0007098,IC
21124977_2540287,GO:0035841,IC
16126191_35680,GO:0022605,IC
25144876_242443,GO:2000302,IC
28192468_35997,GO:0006931,IC
18785926_73166,GO:0031965,IC
20920237_946056,GO:0030313,IC
16443750_854370,GO:0098813,IC
25173977_368620,GO:0044087,IC
16103214_836359,GO:0090059,IC
12419540_14402,GO:0048512,IC
24567329_856865,GO:0044093,IC
18498752_43718,GO:0042393,IC
23129771_852068,GO:0036388,IC
20007709_16818,GO:0001772,IC
15749019_45830,GO:0005634,IC
30837651_320560,GO:1905883,IC
22153079_18011,GO:0003730,IC
18632609_10152,GO:2000147,IC
27469628_33642,GO:0005991,IC
22609986_14673,GO:0010764,IC
15753038_817958,GO:0010073,IC
16005298_6786,GO:0051926,IC
24947517_3361511,GO:0016192,IC
12847286_4534,GO:0043751,IC
29191910_13419,GO:0140644,IC
16844358_38961,GO:0042151,IC
14686921_234730,GO:0044262,IC
15716400_24514,GO:0014011,IC
22188167_27314,GO:0090167,IC
19959995_837378,GO:0005783,IC
22168948_6240858,GO:1900032,IC
23167977_335110,GO:0008366,IC
19801658_854221,GO:0030684,IC
21421764_949119,GO:0098774,IC
17050627_30701,GO:0021536,IC
21849474_2543027,GO:0051286,IC
27089893_1994,GO:0010628,IC
12144526_259225,GO:0043086,IC
30287486_12405,GO:0098916,IC
21555514_8812,GO:0044793,IC
20551439_34594,GO:0019098,IC
25194984_100314037,GO:0008285,IC
18418059_2542358,GO:1901987,IC
20531386_115752,GO:0005730,IC
12882984_5610,GO:0045727,IC
23806617_373872,GO:0007272,IC
20498300_45821,GO:0005575,IC
18539270_22160,GO:0060232,IC
15489439_945664,GO:0044262,IC
20797690_112817,GO:0046185,IC
23851396_2348,GO:0019842,IC
24706823_58853,GO:0050678,IC
21943416_171138,GO:0090315,IC
24998131_6336,GO:1903951,IC
12697818_22933,GO:0019213,IC
19553501_20277,GO:0014829,IC
14597574_117353,GO:0022605,IC
15238256_24784,GO:0098862,IC
21649587_14275,GO:1903844,IC
16902139_12721,GO:0002689,IC
16682945_5795,GO:0040013,IC
26739451_172018,GO:0030915,IC
31073693_6565,GO:0015558,IC
23747190_36040,GO:1904949,IC
14630920_171829,GO:0048815,IC
17329211_12300,GO:0098953,IC
16705154_856061,GO:2000059,IC
19837063_7275,GO:0006910,IC
15355977_853434,GO:0007059,IC
28972028_6346,GO:0032700,IC
17497241_852335,GO:0032939,IC
12009895_5359,GO:0070851,IC
23509158_15170,GO:1905220,IC
24616221_852655,GO:1905833,IC
20010805_38543,GO:0031329,IC
23441090_34350,GO:1901576,IC
15458650_323473,GO:2000979,IC
11906903_22788,GO:1990917,IC
20103533_54708,GO:0010821,IC
21193570_829637,GO:0043667,IC
15082764_1956,GO:0033674,IC
25611509_23829,GO:0098794,IC
11940252_25712,GO:1990922,IC
26074003_208922,GO:1900152,IC
20395454_11555,GO:0071902,IC
21775470_10178876,GO:0042749,IC
19817716_822033,GO:0009522,IC
24747049_298144,GO:0060548,IC
16522370_116553,GO:0002237,IC
12764134_25523,GO:0018105,IC
25472718_2540361,GO:0007079,IC
27525436_14360,GO:0061098,IC
15644318_4650,GO:0005085,IC
24227709_57211,GO:0003925,IC
22154806_93762,GO:0031010,IC
23673617_54784,GO:0044837,IC
27185865_85459,GO:0120098,IC
16971468_30250,GO:0021924,IC
11884403_3570,GO:0004915,IC
23064408_833476,GO:0009651,IC
18941770_81818,GO:0014838,IC
24732805_851775,GO:0030880,IC
19283064_73804,GO:0000779,IC
18400749_131873,GO:0032991,IC
18562658_37601,GO:0097504,IC
23267073_2540627,GO:0000785,IC
27160321_841375,GO:0009537,IC
22580822_819952,GO:0140685,IC
24067530_555601,GO:0048060,IC
12954604_40185,GO:0005198,IC
22124328_64746,GO:0120225,IC
25049415_327368,GO:0060293,IC
18363787_816794,GO:0048586,IC
23982204_309135,GO:0044325,IC
15840570_176540,GO:0000421,IC
16574648_10076,GO:0019903,IC
14749390_170829,GO:0008022,IC
26416964_16189,GO:1901526,IC
19363095_818030,GO:0010817,IC
25827528_396906,GO:0039703,IC
12154087_12578,GO:0005654,IC
16452136_179693,GO:0060110,IC
18268005_22063,GO:0051928,IC
28380054_268491,GO:0000238,IC
23283722_24246,GO:0031432,IC
17308036_853847,GO:0042254,IC
18340346_172616,GO:0043518,IC
27939944_172733,GO:0031619,IC
22791898_44100,GO:0035090,IC
16723520_2621,GO:0140319,IC
12381092_84494,GO:0043269,IC
20183869_3688,GO:0005178,IC
15369786_302973,GO:0031960,IC
24979765_173214,GO:0140617,IC
18048451_4842,GO:0003069,IC
17572385_450219,GO:0001942,IC
22529745_189,GO:0062137,IC
22323607_2542503,GO:0032553,IC
15986451_34007,GO:0017147,IC
19616764_817746,GO:0060548,IC
28898677_33245,GO:0001738,IC
24945276_854240,GO:0140210,IC
15865419_946235,GO:0097100,IC
23549786_851142,GO:0061908,IC
17726100_824169,GO:0009735,IC
21051552_817711,GO:0009536,IC
28541286_2896,GO:0046479,IC
18823282_29855,GO:0005923,IC
24878662_259258,GO:0030554,IC
21371431_4671,GO:0017076,IC
20164183_2149,GO:0031871,IC
16292983_6546,GO:0042383,IC
30843071_19649,GO:1990247,IC
16204408_116477,GO:0010959,IC
27362509_854976,GO:0003697,IC
15878855_3480,GO:0016567,IC
25074936_29960,GO:0009295,IC
23696226_26365,GO:0019835,IC
12890864_210376,GO:0046855,IC
12502743_22436,GO:1903487,IC
16301533_855390,GO:0000322,IC
25534429_59272,GO:1904271,IC
17289678_523070,GO:0033150,IC
20837484_373882,GO:0031532,IC
15563470_841099,GO:0030076,IC
24586178_77053,GO:0034993,IC
31167138_45959,GO:0002052,IC
18245343_856305,GO:0044260,IC
15741654_100102,GO:2000644,IC
18040287_5970,GO:0032088,IC
21673970_20191,GO:0006812,IC
30114188_56386,GO:0072534,IC
20088901_839999,GO:1902891,IC
15512770_140586,GO:0060534,IC
27843125_93650,GO:0061648,IC
22399682_33627,GO:0090175,IC
16880526_66515,GO:0060716,IC
26510767_513221,GO:0051851,IC
18539757_2845,GO:0060089,IC
23684977_831511,GO:0070825,IC
18636120_170924,GO:0048660,IC
30061120_831828,GO:0007065,IC
26826131_854696,GO:1990145,IC
18036332_855475,GO:2001032,IC
23714778_72634,GO:0032196,IC
16396910_12592,GO:0060674,IC
27013351_100316840,GO:0006396,IC
23629655_3054,GO:1905437,IC
14640678_24851,GO:1904616,IC
20675597_12946,GO:0005576,IC
20208530_23503,GO:0006886,IC
16563765_176168,GO:0005575,IC
21339297_238406,GO:0060468,IC
23103192_33768,GO:0030425,IC
22496667_31027,GO:0000088,IC
24706823_79240,GO:0044342,IC
19618123_850846,GO:0005728,IC
17214741_945164,GO:0030253,IC
16488878_402819,GO:0043676,IC
28463107_81743,GO:0023051,IC
17303663_114494,GO:0035936,IC
22728873_7036,GO:1990459,IC
18703495_831810,GO:0031267,IC
16525162_11828,GO:0070295,IC
30700909_68837,GO:0045254,IC
24794856_80208,GO:0048675,IC
23487765_11835,GO:0007283,IC
19762466_116563,GO:0045807,IC
24394471_361776,GO:0005929,IC
12351787_36316,GO:0009636,IC
20627080_39720,GO:1904649,IC
15668173_851533,GO:0055049,IC
1765076_944818,GO:0016874,IC
22898811_295455,GO:0051674,IC
19155473_224840,GO:0006909,IC
30021165_363288,GO:1901950,IC
21035761_19016,GO:2000678,IC
24935095_34068,GO:0044805,IC
20080492_171567,GO:0003351,IC
21818269_11925,GO:0048813,IC
16682350_820999,GO:1903047,IC
27244685_102216338,GO:0035882,IC
17727612_835286,GO:0010207,IC
15499570_24337,GO:0030879,IC
23264733_175583,GO:0007319,IC
16914499_817948,GO:0048580,IC
17003342_25664,GO:0006082,IC
31902667_856886,GO:0030162,IC
15883832_817819,GO:0050000,IC
18057121_216829,GO:0006826,IC
19478093_3373,GO:0071468,IC
20152825_42990,GO:0090256,IC
17701904_2065,GO:0097474,IC
21596750_5156,GO:2000736,IC
12151362_34819,GO:0045801,IC
19605351_58493,GO:0000724,IC
21163961_816650,GO:0010105,IC
18936251_78808,GO:1903233,IC
23572513_293692,GO:0036010,IC
26644515_42896,GO:0045216,IC
27246500_850891,GO:0071554,IC
21880894_36810,GO:0098935,IC
25908590_16180,GO:0090125,IC
18373975_6868,GO:0008009,IC
12788088_75533,GO:0048240,IC
